ID	Gene	GDM category	HGNC_ID	NCBI_ID	MIMNumber		
16597	ITSN1	blue	HGNC:6183	6453	602442		
16598	ITSN2	blue	HGNC:6184	50618	604464		
16599	IVD	red	HGNC:6186	3712	607036		
16600	IVL	blue	HGNC:6187	3713	147360		
3576	IVNS1ABP	blue	HGNC:16951	10625	609209		
10040	IWS1	blue	HGNC:25467	55677			
7309	IYD	grey-red	HGNC:21071	389434	612025		
11951	IZUMO1	blue	HGNC:28539	284359	609278		
13952	IZUMO1R	blue	HGNC:32565	390243	615737		
11930	IZUMO2	blue	HGNC:28518	126123			
9468	IZUMO3	blue	HGNC:31421	100129669			
11193	IZUMO4	blue	HGNC:26950	113177			
13034	JADE1	blue	HGNC:30027	79960	610514		
8098	JADE2	blue	HGNC:22984	23338	610515		
8096	JADE3	blue	HGNC:22982	9767	300618		
16601	JAG1	red	HGNC:6188	182	601920		
16602	JAG2	blue	HGNC:6189	3714	602570		
11171	JAGN1	red	HGNC:26926	84522	616012		
16604	JAK1	grey-red	HGNC:6190	3716	147795		
16605	JAK2	grey-red	HGNC:6192	3717	147796		
16606	JAK3	red	HGNC:6193	3718	600173		
10826	JAKMIP1	blue	HGNC:26460	152789	611195		
12317	JAKMIP2	blue	HGNC:29067	9832	611197		
8471	JAKMIP3	blue	HGNC:23523	282973	611198		
3028	JAM2	blue	HGNC:14686	58494	606870		
3520	JAM3	red	HGNC:15532	83700	606871		
6084	JAML	blue	HGNC:19084	120425	609770		
16607	JARID2	grey-red	HGNC:6196	3720	601594		
12185	JAZF1	blue	HGNC:28917	221895	606246		
12516	JCAD	blue	HGNC:29283	57608	614398		
16375	JCHAIN	blue	HGNC:5713	3512	147790		
4971	JDP2	blue	HGNC:17546	122953	608657		
10691	JHY	blue	HGNC:26288	79864			
6699	JKAMP	blue	HGNC:20184	51528	611176		
1797	JMJD1C	red	HGNC:12313	221037	604503		
10278	JMJD4	blue	HGNC:25724	65094			
6276	JMJD6	blue	HGNC:19355	23210	604914		
14462	JMJD7	blue	HGNC:34397	100137047			
2658	JMJD8	blue	HGNC:14148	339123			
12184	JMY	blue	HGNC:28916	133746	604279		
12210	JOSD1	blue	HGNC:28953	9929	615323		
9321	JOSD2	blue	HGNC:28853	126119	615324		
2683	JPH1	blue	HGNC:14201	56704	605266		
2684	JPH2	grey-blue	HGNC:14202	57158	605267		
2685	JPH3	red	HGNC:14203	57338	605268		
6684	JPH4	blue	HGNC:20156	84502			
2947	JPT1	blue	HGNC:14569	51155			
2654	JPT2	blue	HGNC:14137	90861			
16608	JRK	grey-blue	HGNC:6199	8629	603210		
16610	JRKL	blue	HGNC:6200	8690	603211		
9641	JSRP1	blue	HGNC:24963	126306	608743		
16611	JTB	blue	HGNC:6201	10899	604671		
16612	JUN	blue	HGNC:6204	3725	165160		
16613	JUNB	blue	HGNC:6205	3726	165161		
16614	JUND	blue	HGNC:6206	3727	165162		
16615	JUP	red	HGNC:6207	3728	173325		
7277	KAAG1	blue	HGNC:21031	353219	608211		
15811	KALRN	blue	HGNC:4814	8997	604605		
6242	KANK1	grey-blue	HGNC:19309	23189	607704		
12531	KANK2	grey-blue	HGNC:29300	25959	614610		
9187	KANK3	blue	HGNC:24796	256949	614611		
11345	KANK4	blue	HGNC:27263	163782	614612		
9113	KANSL1	red	HGNC:24565	284058	612452		
10709	KANSL1L	blue	HGNC:26310	151050	613833		
10522	KANSL2	blue	HGNC:26024	54934	615488		
10046	KANSL3	blue	HGNC:25473	55683			
16619	KARS	red	HGNC:6215	3735	601421		
4065	KAT14	blue	HGNC:15904	57325			
15238	KAT2A	blue	HGNC:4201	2648	602301		
18138	KAT2B	blue	HGNC:8638	8850	602303		
16193	KAT5	blue	HGNC:5275	10524	601409		
1971	KAT6A	red	HGNC:13013	7994	601408		
4990	KAT6B	red	HGNC:17582	23522	605880		
3642	KAT7	blue	HGNC:17016	11143	609880		
5233	KAT8	blue	HGNC:17933	84148	609912		
16620	KATNA1	blue	HGNC:6216	11104	606696		
11795	KATNAL1	blue	HGNC:28361	84056	614764		
9980	KATNAL2	blue	HGNC:25387	83473	614697		
16621	KATNB1	red	HGNC:6217	10300	602703		
9260	KATNBL1	blue	HGNC:26199	79768	616235		
10034	KAZALD1	blue	HGNC:25460	81621	609208		
12416	KAZN	blue	HGNC:29173	23254			
12353	KBTBD11	blue	HGNC:29104	9920			
10283	KBTBD12	blue	HGNC:25731	166348			
14827	KBTBD13	red	HGNC:37227	390594	613727		
7720	KBTBD2	blue	HGNC:21751	25948			
7948	KBTBD3	blue	HGNC:22934	143879			
8622	KBTBD4	blue	HGNC:23761	55709			
9949	KBTBD6	blue	HGNC:25340	89890			
9894	KBTBD7	blue	HGNC:25266	84078			
13496	KBTBD8	blue	HGNC:30691	84541	616607		
6983	KCMF1	blue	HGNC:20589	56888	614719		
16622	KCNA1	red	HGNC:6218	3736	176260		
16623	KCNA10	blue	HGNC:6219	3744	602420		
16625	KCNA2	red	HGNC:6220	3737	176262		
16626	KCNA3	blue	HGNC:6221	3738	176263		
16627	KCNA4	grey-blue	HGNC:6222	3739	176266		
16628	KCNA5	grey-red	HGNC:6224	3741	176267		
16629	KCNA6	blue	HGNC:6225	3742			
16630	KCNA7	blue	HGNC:6226	3743	176268		
16631	KCNAB1	blue	HGNC:6228	7881	601141		
16632	KCNAB2	blue	HGNC:6229	8514	601142		
16633	KCNAB3	blue	HGNC:6230	9196	604111		
16634	KCNB1	red	HGNC:6231	3745	600397		
16635	KCNB2	grey-blue	HGNC:6232	9312	607738		
16636	KCNC1	red	HGNC:6233	3746	176258		
16637	KCNC2	blue	HGNC:6234	3747	176256		
16638	KCNC3	red	HGNC:6235	3748	176264		
16639	KCNC4	blue	HGNC:6236	3749	176265		
16640	KCND1	blue	HGNC:6237	3750	300281		
16641	KCND2	blue	HGNC:6238	3751	605410		
16642	KCND3	red	HGNC:6239	3752	605411		
16643	KCNE1	red	HGNC:6240	3753	176261		
16154	KCNE1B	blue	HGNC:52280	102723475			
16645	KCNE2	grey-red	HGNC:6242	9992	603796		
16646	KCNE3	grey-blue	HGNC:6243	10008	604433		
16647	KCNE4	blue	HGNC:6244	23704	607775		
16644	KCNE5	blue	HGNC:6241	23630	300328		
16648	KCNF1	blue	HGNC:6246	3754	603787		
16649	KCNG1	blue	HGNC:6248	3755	603788		
16650	KCNG2	blue	HGNC:6249	26251	605696		
5535	KCNG3	blue	HGNC:18306	170850	606767		
6412	KCNG4	blue	HGNC:19697	93107	607603		
16651	KCNH1	red	HGNC:6250	3756	603305		
16652	KCNH2	red	HGNC:6251	3757	152427		
16653	KCNH3	blue	HGNC:6252	23416	604527		
16654	KCNH4	blue	HGNC:6253	23415	604528		
16655	KCNH5	blue	HGNC:6254	27133	605716		
5921	KCNH6	blue	HGNC:18862	81033	608168		
5922	KCNH7	blue	HGNC:18863	90134	608169		
5923	KCNH8	blue	HGNC:18864	131096	608260		
3509	KCNIP1	blue	HGNC:15521	30820	604660		
3510	KCNIP2	blue	HGNC:15522	30819	604661		
3511	KCNIP3	blue	HGNC:15523	30818	604662		
13076	KCNIP4	blue	HGNC:30083	80333	608182		
16656	KCNJ1	red	HGNC:6255	3758	600359		
16657	KCNJ10	red	HGNC:6256	3766	602208		
16658	KCNJ11	red	HGNC:6257	3767	600937		
16659	KCNJ12	grey-blue	HGNC:6258	3768	602323		
16660	KCNJ13	red	HGNC:6259	3769	603208		
16662	KCNJ14	blue	HGNC:6260	3770	603953		
16663	KCNJ15	blue	HGNC:6261	3772	602106		
16664	KCNJ16	blue	HGNC:6262	3773	605722		
14990	KCNJ18	grey-blue	HGNC:39080	100134444	613236		
16665	KCNJ2	red	HGNC:6263	3759	600681		
16666	KCNJ3	blue	HGNC:6264	3760	601534		
16667	KCNJ4	blue	HGNC:6265	3761	600504		
16668	KCNJ5	red	HGNC:6266	3762	600734		
16669	KCNJ6	red	HGNC:6267	3763	600877		
16670	KCNJ8	grey-blue	HGNC:6269	3764	600935		
16671	KCNJ9	blue	HGNC:6270	3765	600932		
16672	KCNK1	blue	HGNC:6272	3775	601745		
16673	KCNK10	blue	HGNC:6273	54207	605873		
16674	KCNK12	blue	HGNC:6274	56660	607366		
16675	KCNK13	blue	HGNC:6275	56659	607367		
2455	KCNK15	blue	HGNC:13814	60598	607368		
2871	KCNK16	blue	HGNC:14464	83795	607369		
2872	KCNK17	grey-blue	HGNC:14465	89822	607370		
6328	KCNK18	grey-red	HGNC:19439	338567	613655		
16676	KCNK2	blue	HGNC:6277	3776	603219		
16677	KCNK3	grey-red	HGNC:6278	3777	603220		
16678	KCNK4	blue	HGNC:6279	50801	605720		
16679	KCNK5	blue	HGNC:6280	8645	603493		
16680	KCNK6	blue	HGNC:6281	9424	603939		
16681	KCNK7	blue	HGNC:6282	10089	603940		
16682	KCNK9	red	HGNC:6283	51305	605874		
16683	KCNMA1	red	HGNC:6284	3778	600150		
16684	KCNMB1	grey-blue	HGNC:6285	3779	603951		
16685	KCNMB2	blue	HGNC:6286	10242	605214		
16686	KCNMB3	blue	HGNC:6287	27094	605222		
16687	KCNMB4	blue	HGNC:6289	27345	605223		
16688	KCNN1	blue	HGNC:6290	3780	602982		
16689	KCNN2	blue	HGNC:6291	3781	605879		
16690	KCNN3	blue	HGNC:6292	3782	602983		
16691	KCNN4	red	HGNC:6293	3783	602754		
16692	KCNQ1	red	HGNC:6294	3784	607542		
16693	KCNQ2	red	HGNC:6296	3785	602235		
16694	KCNQ3	red	HGNC:6297	3786	602232		
16695	KCNQ4	red	HGNC:6298	9132	603537		
16696	KCNQ5	red	HGNC:6299	56479	607357		
5946	KCNRG	blue	HGNC:18893	283518	607947		
16698	KCNS1	blue	HGNC:6300	3787	602905		
16699	KCNS2	blue	HGNC:6301	3788	602906		
16700	KCNS3	blue	HGNC:6302	3790	603888		
5924	KCNT1	red	HGNC:18865	57582	608167		
5925	KCNT2	grey-blue	HGNC:18866	343450	610044		
5926	KCNU1	blue	HGNC:18867	157855	615215		
5920	KCNV1	blue	HGNC:18861	27012	608164		
6413	KCNV2	red	HGNC:19698	169522	607604		
4991	KCP	blue	HGNC:17585	375616	609344		
5486	KCTD1	red	HGNC:18249	284252	613420		
8274	KCTD10	blue	HGNC:23236	83892	613421		
7456	KCTD11	blue	HGNC:21302	147040	609848		
3021	KCTD12	blue	HGNC:14678	115207	610521		
7859	KCTD13	blue	HGNC:22234	253980	608947		
8307	KCTD14	blue	HGNC:23295	65987			
8309	KCTD15	blue	HGNC:23297	79047	615240		
12481	KCTD16	blue	HGNC:29244	57528	613423		
10262	KCTD17	grey-blue	HGNC:25705	79734	616386		
10815	KCTD18	blue	HGNC:26446	130535			
8089	KCTD19	grey-blue	HGNC:24753	146212			
7448	KCTD2	blue	HGNC:21294	23510	613422		
7292	KCTD20	blue	HGNC:21052	222658	615932		
11433	KCTD21	blue	HGNC:27452	283219			
7459	KCTD3	grey-red	HGNC:21305	51133	613272		
8267	KCTD4	blue	HGNC:23227	386618			
7528	KCTD5	blue	HGNC:21423	54442	611285		
7860	KCTD6	blue	HGNC:22235	200845			
7776	KCTD7	red	HGNC:21957	154881	611725		
7881	KCTD8	blue	HGNC:22394	386617			
7885	KCTD9	blue	HGNC:22401	54793			
6272	KDELC1	blue	HGNC:19350	79070	611613		
11907	KDELC2	blue	HGNC:28496	143888			
16701	KDELR1	blue	HGNC:6304	10945	131235		
16702	KDELR2	blue	HGNC:6305	11014	609024		
16703	KDELR3	blue	HGNC:6306	11015			
10945	KDF1	grey-red	HGNC:26624	126695	616758		
12327	KDM1A	red	HGNC:29079	23028	609132		
7598	KDM1B	blue	HGNC:21577	221656	613081		
2341	KDM2A	blue	HGNC:13606	22992	605657		
2345	KDM2B	blue	HGNC:13610	84678	609078		
7143	KDM3A	blue	HGNC:20815	55818	611512		
2186	KDM3B	blue	HGNC:1337	51780	609373		
8091	KDM4A	blue	HGNC:22978	9682	609764		
12380	KDM4B	blue	HGNC:29136	23030	609765		
3695	KDM4C	blue	HGNC:17071	23081	605469		
10069	KDM4D	blue	HGNC:25498	55693	609766		
14768	KDM4E	blue	HGNC:37098	390245	616581		
19080	KDM5A	grey-blue	HGNC:9886	5927	180202		
5315	KDM5B	red	HGNC:18039	10765	605393		
1036	KDM5C	red	HGNC:11114	8242	314690		
1037	KDM5D	blue	HGNC:11115	8284	426000		
651	KDM6A	red	HGNC:12637	7403	300128		
12274	KDM6B	grey-blue	HGNC:29012	23135	611577		
7853	KDM7A	blue	HGNC:22224	80853			
10369	KDM8	blue	HGNC:25840	79831	611917		
16704	KDR	blue	HGNC:6307	3791	191306		
15071	KDSR	red	HGNC:4021	2531	136440		
8228	KEAP1	blue	HGNC:23177	9817	606016		
16705	KEL	blue	HGNC:6308	3792	613883		
16706	KERA	red	HGNC:6309	11081	603288		
7493	KHDC1	blue	HGNC:21366	80759	611688		
14867	KHDC1L	blue	HGNC:37274	100129128			
14208	KHDC3L	red	HGNC:33699	154288	611687		
12386	KHDC4	blue	HGNC:29145	22889			
5383	KHDRBS1	blue	HGNC:18116	10657	602489		
5381	KHDRBS2	blue	HGNC:18114	202559	610487		
5384	KHDRBS3	blue	HGNC:18117	10656	610421		
16707	KHK	blue	HGNC:6315	3795	614058		
6692	KHNYN	blue	HGNC:20166	23351			
16708	KHSRP	blue	HGNC:6316	8570	603445		
12207	KIAA0040	blue	HGNC:28950	9674	616696		
12217	KIAA0100	blue	HGNC:28960	9703	610664		
12250	KIAA0232	blue	HGNC:28992	9778			
7602	KIAA0319	blue	HGNC:21580	9856	609269		
13065	KIAA0319L	blue	HGNC:30071	79932	613535		
12277	KIAA0355	blue	HGNC:29016	9710			
6568	KIAA0391	blue	HGNC:19958	9692	609947		
7633	KIAA0408	blue	HGNC:21636	9729			
12308	KIAA0513	blue	HGNC:29058	9764	611675		
12318	KIAA0556	red	HGNC:29068	23247	616650		
6571	KIAA0586	red	HGNC:19960	9786	610178		
12359	KIAA0753	red	HGNC:29110	9851	617112		
12360	KIAA0754	blue	HGNC:29111	643314			
11944	KIAA0825	blue	HGNC:28532	285600			
7839	KIAA0895	blue	HGNC:22206	23366			
14470	KIAA0895L	blue	HGNC:34408	653319			
2056	KIAA0930	blue	HGNC:1314	23313			
12415	KIAA1024	blue	HGNC:29172	23251			
14365	KIAA1024L	blue	HGNC:33914	100127206			
12436	KIAA1107	blue	HGNC:29192	23285			
11196	KIAA1109	red	HGNC:26953	84162	611565		
12441	KIAA1143	blue	HGNC:29198	57456			
12676	KIAA1147	blue	HGNC:29472	57189			
12452	KIAA1191	blue	HGNC:29209	57179			
12461	KIAA1210	blue	HGNC:29218	57481			
12462	KIAA1211	blue	HGNC:29219	57482			
14154	KIAA1211L	blue	HGNC:33454	343990			
10010	KIAA1217	blue	HGNC:25428	56243			
12471	KIAA1257	blue	HGNC:29231	57501			
12801	KIAA1324	blue	HGNC:29618	57535	611298		
7773	KIAA1324L	blue	HGNC:21945	222223	614048		
12484	KIAA1328	blue	HGNC:29248	57536	616480		
12521	KIAA1468	blue	HGNC:29289	57614			
12532	KIAA1522	blue	HGNC:29301	57648			
7849	KIAA1549	blue	HGNC:22219	57670	613344		
9217	KIAA1549L	blue	HGNC:24836	25758	612297		
10133	KIAA1551	blue	HGNC:25559	55196			
7489	KIAA1586	blue	HGNC:21360	57691			
12556	KIAA1614	blue	HGNC:29327	57710			
12568	KIAA1671	blue	HGNC:29345	85379			
12594	KIAA1755	blue	HGNC:29372	85449			
12608	KIAA1841	blue	HGNC:29387	84542			
8392	KIAA1958	blue	HGNC:23427	158405			
16061	KIAA2012	blue	HGNC:51250	100652824			
11926	KIAA2013	blue	HGNC:28513	90231			
8358	KIAA2026	blue	HGNC:23378	158358			
12698	KIDINS220	red	HGNC:29508	57498	615759		
16778	KIF11	red	HGNC:6388	3832	148760		
7557	KIF12	blue	HGNC:21495	113220	611278		
2945	KIF13A	blue	HGNC:14566	63971	605433		
2830	KIF13B	blue	HGNC:14405	23303	607350		
6159	KIF14	red	HGNC:19181	9928	611279		
3844	KIF15	blue	HGNC:17273	56992			
4033	KIF16B	blue	HGNC:15869	55614			
6145	KIF17	blue	HGNC:19167	57576	605037		
12652	KIF18A	blue	HGNC:29441	81930	611271		
11296	KIF18B	blue	HGNC:27102	146909	614570		
11026	KIF19	blue	HGNC:26735	124602			
18285	KIF1A	red	HGNC:888	547	601255		
4564	KIF1B	grey-blue	HGNC:16636	23095	605995		
8388	KIF1BP	red	HGNC:23419	26128	609367		
16709	KIF1C	red	HGNC:6317	10749	603060		
19000	KIF20A	grey-blue	HGNC:9787	10112	605664		
17319	KIF20B	blue	HGNC:7212	9585	605498		
6270	KIF21A	red	HGNC:19349	55605	608283		
12653	KIF21B	blue	HGNC:29442	23046	608322		
16782	KIF22	red	HGNC:6391	3835	603213		
16783	KIF23	grey-red	HGNC:6392	9493	605064		
6550	KIF24	blue	HGNC:19916	347240	613747		
16781	KIF25	blue	HGNC:6390	3834	603815		
6730	KIF26A	blue	HGNC:20226	26153	613231		
10057	KIF26B	grey-red	HGNC:25484	55083	614026		
5767	KIF27	blue	HGNC:18632	55582	611253		
16710	KIF2A	red	HGNC:6318	3796	602591		
12654	KIF2B	blue	HGNC:29443	84643	615142		
16784	KIF2C	blue	HGNC:6393	11004	604538		
16711	KIF3A	blue	HGNC:6319	11127	604683		
16712	KIF3B	blue	HGNC:6320	9371	603754		
16713	KIF3C	blue	HGNC:6321	3797	602845		
2169	KIF4A	grey-red	HGNC:13339	24137	300521		
16714	KIF4B	blue	HGNC:6322	285643	609184		
16715	KIF5A	red	HGNC:6323	3798	602821		
16716	KIF5B	blue	HGNC:6324	3799	602809		
16717	KIF5C	red	HGNC:6325	3800	604593		
7393	KIF6	blue	HGNC:21202	221458	613919		
13359	KIF7	red	HGNC:30497	374654	611254		
4593	KIF9	blue	HGNC:16666	64147	607910		
3684	KIFAP3	blue	HGNC:17060	22920	601836		
16779	KIFC1	blue	HGNC:6389	3833	603763		
12719	KIFC2	blue	HGNC:29530	90990	615216		
16718	KIFC3	blue	HGNC:6326	3801	604535		
16719	KIN	blue	HGNC:6327	22944	601720		
16720	KIR2DL1	blue	HGNC:6329	3802	604936		
16722	KIR2DL2	blue	HGNC:6330	3803			
16723	KIR2DL3	blue	HGNC:6331	3804	604938		
16724	KIR2DL4	blue	HGNC:6332	3805	604945		
16725	KIR2DS1	blue	HGNC:6333	3806			
16726	KIR2DS2	blue	HGNC:6334	100132285			
16727	KIR2DS3	blue	HGNC:6335	3808			
16728	KIR2DS4	blue	HGNC:6336	3809			
16729	KIR2DS5	blue	HGNC:6337	3810			
16730	KIR3DL1	blue	HGNC:6338	3811	604946		
16731	KIR3DL2	blue	HGNC:6339	3812	604947		
4401	KIR3DL3	blue	HGNC:16312	115653	610095		
16733	KIR3DS1	blue	HGNC:6340	3813			
3937	KIRREL1	blue	HGNC:15734	55243	607428		
5894	KIRREL2	blue	HGNC:18816	84063	607762		
8249	KIRREL3	blue	HGNC:23204	84623	607761		
16734	KISS1	grey-blue	HGNC:6341	3814	603286		
15498	KISS1R	red	HGNC:4510	84634	604161		
16735	KIT	red	HGNC:6342	3815	164920		
16736	KITLG	grey-red	HGNC:6343	4254	184745		
4029	KIZ	grey-red	HGNC:15865	55857	615757		
16737	KL	grey-blue	HGNC:6344	9365	604824		
3514	KLB	grey-blue	HGNC:15527	152831	611135		
16777	KLC1	blue	HGNC:6387	3831	600025		
7071	KLC2	grey-red	HGNC:20716	64837	611729		
7072	KLC3	blue	HGNC:20717	147700	601334		
7629	KLC4	grey-red	HGNC:21624	89953			
16738	KLF1	red	HGNC:6345	10661	600599		
1584	KLF10	blue	HGNC:11810	7071	601878		
1585	KLF11	grey-blue	HGNC:11811	8462	603301		
16739	KLF12	blue	HGNC:6346	11278	607531		
2381	KLF13	blue	HGNC:13672	51621	605328		
8123	KLF14	blue	HGNC:23025	136259	609393		
2924	KLF15	blue	HGNC:14536	28999	606465		
4747	KLF16	grey-blue	HGNC:16857	83855	606139		
5905	KLF17	blue	HGNC:18830	128209	609602		
16110	KLF18	blue	HGNC:51793	105378952			
16740	KLF2	blue	HGNC:6347	10365	602016		
4528	KLF3	blue	HGNC:16516	51274	609392		
16741	KLF4	blue	HGNC:6348	9314	602253		
16742	KLF5	blue	HGNC:6349	688	602903		
7876	KLF6	blue	HGNC:2235	1316	602053		
16743	KLF7	red	HGNC:6350	8609	604865		
16744	KLF8	blue	HGNC:6351	11279	300286		
1136	KLF9	blue	HGNC:1123	687	602902		
6484	KLHDC1	blue	HGNC:19836	122773	611281		
7825	KLHDC10	blue	HGNC:22194	23008	615152		
6733	KLHDC2	blue	HGNC:20231	23588	611280		
7060	KLHDC3	blue	HGNC:20704	116138	611248		
9898	KLHDC4	blue	HGNC:25272	54758			
11068	KLHDC7A	blue	HGNC:26791	127707			
9781	KLHDC7B	blue	HGNC:25145	113730			
10149	KLHDC8A	blue	HGNC:25573	55220	614503		
11961	KLHDC8B	blue	HGNC:28557	200942	613169		
11900	KLHDC9	blue	HGNC:28489	126823			
16745	KLHL1	blue	HGNC:6352	57626	605332		
5904	KLHL10	blue	HGNC:18829	317719	608778		
6025	KLHL11	blue	HGNC:19008	55175			
6282	KLHL12	blue	HGNC:19360	59349	614522		
7946	KLHL13	blue	HGNC:22931	90293	300655		
12500	KLHL14	blue	HGNC:29266	57565	613772		
12570	KLHL15	red	HGNC:29347	80311	300980		
8723	KLHL17	blue	HGNC:24023	339451			
12368	KLHL18	blue	HGNC:29120	23276			
16746	KLHL2	blue	HGNC:6353	11275	605774		
9708	KLHL20	blue	HGNC:25056	27252			
12301	KLHL21	blue	HGNC:29041	9903	616262		
10404	KLHL22	blue	HGNC:25888	84861			
11445	KLHL23	blue	HGNC:27506	151230			
10457	KLHL24	red	HGNC:25947	54800	611295		
10284	KLHL25	blue	HGNC:25732	64410			
10199	KLHL26	blue	HGNC:25623	55295			
6444	KLHL28	blue	HGNC:19741	54813			
12622	KLHL29	blue	HGNC:29404	114818			
16747	KLHL3	red	HGNC:6354	26249	605775		
9167	KLHL30	blue	HGNC:24770	377007			
7483	KLHL31	blue	HGNC:21353	401265	610749		
7411	KLHL32	blue	HGNC:21221	114792			
13757	KLHL33	blue	HGNC:31952	123103			
10951	KLHL34	blue	HGNC:26634	257240			
10929	KLHL35	blue	HGNC:26597	283212			
5154	KLHL36	blue	HGNC:17844	79786			
14486	KLHL38	blue	HGNC:34435	340359			
16748	KLHL4	blue	HGNC:6355	56062	300348		
13271	KLHL40	red	HGNC:30372	131377	615340		
4795	KLHL41	red	HGNC:16905	10324	607701		
12488	KLHL42	blue	HGNC:29252	57542			
16749	KLHL5	blue	HGNC:6356	51088	608064		
5787	KLHL6	blue	HGNC:18653	89857	614214		
3894	KLHL7	red	HGNC:15646	55975	611119		
5778	KLHL8	blue	HGNC:18644	57563	611967		
5841	KLHL9	grey-blue	HGNC:18732	55958	611201		
16750	KLK1	blue	HGNC:6357	3816	147910		
16751	KLK10	blue	HGNC:6358	5655	602673		
16752	KLK11	blue	HGNC:6359	11012	604434		
16754	KLK12	blue	HGNC:6360	43849	605539		
16755	KLK13	blue	HGNC:6361	26085	605505		
16756	KLK14	blue	HGNC:6362	43847	606135		
6903	KLK15	blue	HGNC:20453	55554	610601		
16757	KLK2	blue	HGNC:6363	3817	147960		
16758	KLK3	blue	HGNC:6364	354	176820		
16759	KLK4	red	HGNC:6365	9622	603767		
16760	KLK5	blue	HGNC:6366	25818	605643		
16761	KLK6	blue	HGNC:6367	5653	602652		
16762	KLK7	blue	HGNC:6368	5650	604438		
16763	KLK8	blue	HGNC:6369	11202	605644		
16765	KLK9	blue	HGNC:6370	284366	605504		
16766	KLKB1	grey-blue	HGNC:6371	3818	229000		
14812	KLLN	blue	HGNC:37212	100144748	612105		
16767	KLRB1	blue	HGNC:6373	3820	602890		
16768	KLRC1	blue	HGNC:6374	3821	161555		
16769	KLRC2	blue	HGNC:6375	3822	602891		
16770	KLRC3	blue	HGNC:6376	3823	602892		
16771	KLRC4	blue	HGNC:6377	8302	602893		
16772	KLRD1	blue	HGNC:6378	3824	602894		
2171	KLRF1	blue	HGNC:13342	51348	605029		
14909	KLRF2	blue	HGNC:37646	100431172			
16774	KLRG1	blue	HGNC:6380	10219	604874		
9172	KLRG2	blue	HGNC:24778	346689			
5874	KLRK1	blue	HGNC:18788	22914	611817		
16775	KMO	blue	HGNC:6381	8564	603538		
17263	KMT2A	red	HGNC:7132	4297	159555		
4007	KMT2B	red	HGNC:15840	9757	606834		
2406	KMT2C	red	HGNC:13726	58508	606833		
17264	KMT2D	red	HGNC:7133	8085	602113		
5700	KMT2E	blue	HGNC:18541	55904	608444		
12687	KMT5A	blue	HGNC:29489	387893	607240		
8927	KMT5B	red	HGNC:24283	51111	610881		
11830	KMT5C	blue	HGNC:28405	84787	613198		
10846	KNCN	blue	HGNC:26488	148930	611455		
12596	KNDC1	blue	HGNC:29374	85442	616237		
16776	KNG1	blue	HGNC:6383	3827	612358		
8747	KNL1	red	HGNC:24054	57082	609173		
14468	KNOP1	blue	HGNC:34404	400506			
13559	KNSTRN	blue	HGNC:30767	90417	614718		
3826	KNTC1	blue	HGNC:17255	9735	607363		
16785	KPNA1	blue	HGNC:6394	3836	600686		
16786	KPNA2	blue	HGNC:6395	3838	600685		
16787	KPNA3	blue	HGNC:6396	3839	601892		
16788	KPNA4	blue	HGNC:6397	3840	602970		
16789	KPNA5	blue	HGNC:6398	3841	604545		
16790	KPNA6	blue	HGNC:6399	23633	610563		
7735	KPNA7	grey-red	HGNC:21839	402569	614107		
16792	KPNB1	blue	HGNC:6400	3837	602738		
13712	KPRP	blue	HGNC:31823	448834	613260		
16795	KPTN	red	HGNC:6404	11133	615620		
16796	KRAS	red	HGNC:6407	3845	190070		
7856	KRBA1	blue	HGNC:22228	84626			
11225	KRBA2	blue	HGNC:26989	124751			
14980	KRBOX1	blue	HGNC:38708	100506243			
10509	KRBOX4	blue	HGNC:26007	55634	300585		
11579	KRCC1	blue	HGNC:28039	51315			
4973	KREMEN1	grey-blue	HGNC:17550	83999	609898		
5880	KREMEN2	blue	HGNC:18797	79412	609899		
10312	KRI1	blue	HGNC:25769	65095			
3936	KRIT1	red	HGNC:1573	889	604214		
16107	KRR1	blue	HGNC:5176	11103	612817		
16798	KRT1	red	HGNC:6412	3848	139350		
16799	KRT10	red	HGNC:6413	3858	148080		
16800	KRT12	red	HGNC:6414	3859	601687		
16801	KRT13	red	HGNC:6415	3860	148065		
16802	KRT14	red	HGNC:6416	3861	148066		
16804	KRT15	blue	HGNC:6421	3866	148030		
16805	KRT16	red	HGNC:6423	3868	148067		
16806	KRT17	red	HGNC:6427	3872	148069		
16808	KRT18	blue	HGNC:6430	3875	148070		
16809	KRT19	blue	HGNC:6436	3880	148020		
16811	KRT2	red	HGNC:6439	3849	600194		
6874	KRT20	blue	HGNC:20412	54474	608218		
12071	KRT222	blue	HGNC:28695	125113			
16810	KRT23	blue	HGNC:6438	25984	606194		
5690	KRT24	blue	HGNC:18527	192666	607742		
13610	KRT25	grey-red	HGNC:30839	147183	616646		
13612	KRT26	blue	HGNC:30840	353288	616675		
13613	KRT27	blue	HGNC:30841	342574	616676		
13614	KRT28	blue	HGNC:30842	162605	616677		
16813	KRT3	grey-red	HGNC:6440	3850	148043		
16821	KRT31	blue	HGNC:6448	3881	601077		
16822	KRT32	blue	HGNC:6449	3882	602760		
16823	KRT33A	blue	HGNC:6450	3883	602761		
16824	KRT33B	blue	HGNC:6451	3884	602762		
16825	KRT34	blue	HGNC:6452	3885	602763		
16826	KRT35	blue	HGNC:6453	3886	602764		
16827	KRT36	blue	HGNC:6454	8689	604540		
16828	KRT37	blue	HGNC:6455	8688	604541		
